"","info.Lon","info.Lat","info.ECO_NAME","info.BIOME","info.ECO_ID","info.max.lat","info.min.lat","info.max.lon","info.min.lon","info.species.count","info.observation.count.tot","info.Kier_richness","info.Kier_area","info.observation.count.tot.1","info.observation.count.tot.2","info.observation.count.LeArea","info.observation.count.SSD","info.observation.count.SLA","info.observation.count.LeC","info.observation.count.LeN","info.observation.count.LeP","info.observation.count.PlantHeight","info.observation.count.SeedMass","info.observation.count.SeLen","info.observation.count.LeNArea","info.observation.count.LeNP","info.observation.count.Led15N","info.observation.count.SenbU","info.observation.count.LeFMass","info.observation.count.ConduitDens","info.observation.count.VesLen","info.observation.count.DispULen","info.observation.count.tot.3","trait.LeArea","trait.SSD","trait.SLA","trait.LeC","trait.LeN","trait.LeP","trait.PlantHeight","trait.SeedMass","trait.SeLen","trait.LeNArea","trait.LeNP","trait.Led15N","trait.SenbU","trait.LeFMass","trait.ConduitDens","trait.DispULen","trait.VesLen","soil","climate.AnnualMeanTemperature.nc","climate.MaxTemperatureofWarmestMonth.nc","climate.MinTemperatureofColdestMonth.nc","climate.TemperatureSeasonality.nc","climate.MeanDiurnalRange.nc","climate.AnnualPrecipitation.nc","climate.PrecipitationofWettestMonth.nc","climate.PrecipitationofDriestMonth.nc","climate.PrecipitationSeasonality.nc","climate.vapr.mean.nc","climate.vapr.max.nc","climate.vapr.min.nc","climate.vapr.sd.nc","climate.srad.mean.nc","climate.srad.max.nc","climate.srad.min.nc","climate.srad.sd.nc","climate.wind.mean.nc","climate.wind.max.nc","climate.wind.min.nc","climate.wind.sd.nc"
"155",-1.69199,7.707808,"Guinean forest-savanna mosaic",7,30707,7.714947,6.95,7.3,-1.697532,32,136,2500,670796,136,136,103,0,128,125,134,135,0,0,0,128,133,0,0,0,0,0,0,136,6684.4525,0.5257,11.4142251725,464.3516041,22.065721825,1.337873019,10.02685,202.7923,8.1723,1.8404898465,16.4868689275,2.36845,79.23795,1.77805,7.2063,6.7296,431.513575,7.707808,25.6375000476837,31.8999996185303,18.3999996185303,129.097746955427,9.6916667620341,1200,185,5,63.9096866583249,2.4300000667572,2.73000001907349,1.75999999046326,0.29961085319519,16338.4169921875,18822,12117.5,2195.8427734375,1.48333334922791,1.79999995231628,1.20000004768372,0.195078328251839
"156",106.88,27.7,"Guizhou Plateau broadleaf and mixed forests",1,80101,28.342316666,26.5,109.72545,106.5,96,417,3500,269132,417,417,22,0,37,27,69,343,18,0,0,35,12,0,0,0,0,0,0,417,1273.0059,0.5425,14.1415,448.167075,15.20962676,1.05333333325,6.0897,13.936425,4.0866,1.107355267,15.3023,1.35915,86.637625,0.3806,51.019925,4.75645,511.738,27.7,15.4624998867512,28.1000003814697,1,729.184237485164,7.11875006556511,1121,192.75,19,66.9519193913322,1.42499995231628,2.3199999332428,0.670000016689301,0.581948339939117,12384.7915039062,18201,6910.75,4002.28125,1.61666667461395,2,1.39999997615814,0.186338990926743
"159",109.83,19.1,"Hainan Island monsoon rain forests",1,40169,19.11,18.95,109.83,109.25,93,167,3000,15489,167,167,2,0,0,0,92,97,0,0,0,0,76,0,0,0,0,0,0,167,2652.0791,0.5382,12.45835,461.7205,16.05175,1.69095,9.08535,17.0694,4.4564,1.44465,10.0098142855,1.9412,72.104,0.70535,26.8149,4.9487,422.22785,19.1,23.8208331664403,31.3999996185303,14.6999998092651,350.9043944804,7.37500007947286,1670,291,22,73.8428329926482,2.37083339691162,2.95000004768372,1.62000000476837,0.499457359313965,17309.916015625,21463,13099,2874.38696289062,1.95833337306976,2.29999995231628,1.70000004768372,0.180084854364395
"160",-155.5,20,"Hawaii tropical dry forests",2,70202,21.9,19.1,-155.29,-159.55,34,206,659,6614,206,206,158,0,156,0,47,33,3,0,0,39,33,0,0,0,0,0,0,206,568.94305,0.5271,10.7775,457.6232,12.95,0.757175,2.66985,1.118,2.8076,1.1777450415,18.633333335,2.3563,1088.09825,0.26405,54.401225,2.9398,668.3109,20,16.8791665236155,23.2999992370605,10.8000001907349,127.786367531208,9.27499977747599,1959,324,85,41.621208806308,1.55750000476837,1.73000001907349,1.37000000476837,0.122210554778576,17562.25,20673,13243,2668.32348632812,5.65833330154419,6.19999980926514,5.19999980926514,0.269129276275635
"161",-155.5,19.5,"Hawaii tropical high shrublands",7,70701,20.7,19.469167,-155.46,-156.2,23,36,124,1848,36,36,5,0,5,0,26,25,0,0,0,0,26,0,0,0,0,0,0,36,834.5187,0.4546,12.7441,461.9721,17.5,1,2.9812,1.8916,3.1552,1.378,16.375,2.39275,232.5843,0.2835,37.4152,3.4012,473.8218,19.5,7.72499996920427,14.8000001907349,0.600000023841858,131.797017759681,9.91666669646899,782,110,17,43.1907967558749,0.814166665077209,0.910000026226044,0.730000019073486,0.0551450103521347,18546.166015625,21970,14184,2694.36328125,6.72499990463257,7.5,5.80000019073486,0.479800254106522
"162",-157.79,21.31,"Hawaii tropical moist forests",1,70106,22.22,19.2,-155.066667,-159.7,146,493,935,6718,493,493,326,0,444,88,137,111,0,0,0,134,8,0,0,0,0,0,0,493,894.63925,0.5473,11.3735,467.70745,17.4,0.96,3.62825,2.11655,2.8626,1.535447796,17.9029,2.1221,699.84825,0.35225,44.13805,2.79575,574.45475,21.31,23.1833333969116,28.8999996185303,17.1000003814697,149.321682269069,7.79999987284342,1542,255,27,62.5707918467081,2.02833342552185,2.24000000953674,1.80999994277954,0.154641166329384,18573,23077,12795,3683.59008789062,4.44166660308838,4.90000009536743,4,0.295686602592468
"165",28.164825,-28.164825,"Highveld grasslands",10,31009,-27.461617,-28.2305,28.2305,27.4616167,29,55,1900,185863,55,55,0,0,0,0,55,0,0,0,0,0,0,37,0,0,0,0,0,55,344.92275,0.461,16.3209,431.2627,13.1,0.9551,0.9026,0.8465,2.801,0.8307,12.1538,1.63,273.8087,0.06765,44.1685,3.425,416.7846,-28.164825,14.1999999235074,28.9499998092651,-2.20000004768372,477.728805026151,16.3499998350938,723.5,118,10,66.1129226604371,1.03708332777023,1.51499998569489,0.560000002384186,0.355368211865425,19242.25,25268,12911,4183.69189453125,2.45000004768372,3,1.89999997615814,0.424724355340004
"167",79.5,29.4,"Himalayan subtropical pine forests",3,40301,29.4,29.275,79.5,79.44,28,35,1000,76125,35,35,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,35,2947.925575,0.54885,13.44875,469.1272,22.65,1.56085,13.19205,70.65495,6.14355,1.81415,14.94335,1.6451,221.021975,0.7769,25.9312,9.72215,487.6707,29.4,16.304166773955,26.2999992370605,4.09999990463257,460.649047338121,9.77500013510386,1874,535,11,107.820489910812,1.25583326816559,2.08999991416931,0.639999985694885,0.538724660873413,17462.75,24348,12275,3633.70849609375,1.59166669845581,2.29999995231628,1.10000002384186,0.36391007900238
"169",141.6,43,"Hokkaido deciduous forests",4,80423,43.25,42.966666666,141.833333333,141.333,42,114,1200,25583,114,114,0,0,77,0,11,0,3,37,0,11,0,0,0,0,0,0,0,114,2658.413,0.515775,13.814840835,474.27095,22.41375,1.731775,15.784775,31.28985,5.6494,1.60305,14.09465,1.012625,64.608625,0.584325,80.620075,8.71465,507.382925,43,7.07083319251736,25,-11.8000001907349,1002.06481608528,8.75833329558372,1169,160,60,30.1174161111573,0.923333346843719,2.01999998092651,0.300000011920929,0.593314588069916,11891.8330078125,17715,4568,4667.9013671875,2.89166665077209,3.5,2.59999990463257,0.284189909696579
"172",116.63,35.1416666665,"Huang He Plain mixed forests",4,80424,39.86,34,120.6,107.7,162,451,2800,434240,451,451,17,0,22,17,283,277,9,0,0,22,202,0,0,0,0,0,0,451,1085.8142,0.5555,16.86735,449.9946,22.629126215,1.5642,3.13945,14.94825,4.607275,1.40035,14.78985,1.57805,121.83345,0.34215,43.5338,5.33165,414.2466,35.1416666665,10.8833332012097,29.7999992370605,-8.19999980926514,955.473363591572,9.57499976083636,726,186,6,93.9589260662101,1.01999998092651,2.41000008583069,0.300000011920929,0.73454213142395,15614.8330078125,21560,8568,4354.6943359375,2.88333344459534,3.59999990463257,2.32499998807907,0.384890958666801
"175",-3,37,"Iberian conifer forests",12,81208,41,37,-2.6,-4,114,114,3200,34461,114,114,0,1,1,0,1,0,113,0,0,0,0,0,0,0,1,0,0,114,225.39785,0.45825,16.46375,443.36595,22.21375,1.7915,0.4,1.08625,2.1377,1.55875,12.15105,1.6871,302.09545,0.09235,71.9601,2.42235,488.98825,37,14.695833475329,29.1000003814697,-0.100000001490116,656.787845911848,11.4416670184582,414,54,4,50.8533870853525,1.08833336830139,1.55999994277954,0.75,0.27573636174202,17185.5,26794,8037,6434.298828125,3.58333325386047,4.19999980926514,3.09999990463257,0.336237341165543
"176",-3.66,40.71,"Iberian sclerophyllous and semi-deciduous forests",12,81209,42.346127,36.942,2.029513,-8,377,2729,2500,297956,2729,2729,921,1173,1409,399,455,329,1198,243,0,235,0,0,0,0,6,0,0,2729,220.8682,0.45155,16.3807,449.72415,20.91915,1.63175,0.3795,1.0408,2.17925,1.4958,12.60715,1.4926,339.81895,0.0876,72.80125,2.8006,432.98815,40.71,14.1416665430491,28.6000003814697,-1.20000004768372,655.875546763387,12.0583332528671,429.5,53,13,35.9756668949211,1.05083334445953,1.48000001907349,0.720000028610229,0.251742541790009,15699.0830078125,26717,5825,6875.45043945312,3.04999995231628,3.5,2.70000004768372,0.260045774281025
"179",-147.87,63.9666667,"Interior Alaska-Yukon lowland taiga",6,50607,67,63.9,-137,-152.546666666,22,277,810,446261,277,277,0,2,0,0,264,62,4,0,0,0,64,65,0,0,2,0,0,277,438.9947,0.46065,13.125375,488.85555,16.8775,1.48885,1.0174,0.604175,2.353575,1.63145,10.650775,1.10305,264.177025,0.129425,200.6783,2.7993,453.008825,63.9666667,-2.59166656744977,21,-28.2999992370605,1368.8404603548,11.5750000625849,302,66,7,66.810070233154,0.481666684150696,1.12000000476837,0.109999999403954,0.354960888624191,8074.91650390625,18247,258,6296.97802734375,2.35833334922791,2.79999995231628,2,0.287107199430466
"181",-73.4,-8.524722,"Iquitos varzeá",1,60128,-3.94778,-10.020278,-67,-75.008889,292,441,3200,114506,441,441,278,72,87,89,93,92,322,0,0,87,0,0,0,0,0,0,0,441,3019,0.551481249,13.9417,466.214925,20.3132975,1.1336,13.5006,47.04715,5.5398,1.59645,17.440425,2.61895,168.122375,1.06985,13.5755,5.9652,506.61785,-8.524722,26.1041665077209,31.8999996185303,20,42.8240821357998,10.9500002861023,1940,253,71,34.529050618323,2.69416666030884,2.83999991416931,2.50999999046326,0.0863455757498741,13622.4169921875,15934,11645,1430.796875,0.858333349227905,1.10000002384186,0.699999988079071,0.101036265492439
"182",-79.85,9.17,"Isthmian-Atlantic moist forests",1,60129,10.751,8.98,-79.55,-84.995,904,8693,8000,58359,8693,8693,5420,723,7338,172,694,110,416,519,0,473,66,26,0,4869,13,0,0,8693,4679.3149,0.53115,15.118086695,468.4335,21.3721,1.1806,10.3243,34.09505,5.11785,1.5167,17.26415,2.435225,150.66305,1.3474,15.080775,5.52995,521.95075,9.17,26.4083334604899,30.7000007629395,22.6000003814697,66.9746969054946,6.08333349227905,2381,393,15,66.2015250770963,2.8899998664856,3.08999991416931,2.61999988555908,0.147836223244667,19334.25,22349,17155,1612.98193359375,1.60833334922791,2.40000009536743,1.10000002384186,0.494061976671219
"183",-84.03149,9.37813,"Isthmian-Pacific moist forests",1,60130,9.49824,8.617,-82.533,-84.14678,91,701,6500,29176,701,701,577,0,654,0,8,8,0,0,0,0,8,6,0,0,0,0,0,701,4664.29,0.5851,16.01707368,475.7561,21.096,1.03695,15.7688,135.11925,7.3969,1.44555,19.7614,2.47825,74.9269,1.0826,13.5934,8.4923,581.1516,9.37813,23.6958331267039,29.8999996185303,18.1000003814697,66.3667565392649,9.2583335240682,2950,475,25,58.9298116849595,2.5074999332428,2.66000008583069,2.29999995231628,0.116770766675472,19585.083984375,22505,17266,1586.80639648438,3.04166674613953,4.19999980926514,2.29999995231628,0.651707172393799
"184",12.52,42.58,"Italian sclerophyllous and semi-deciduous forests",12,81211,45,41.1,14.6,8,225,2721,3300,102225,2721,2721,1711,0,1941,216,246,21,1139,0,0,26,1,0,0,1472,0,0,0,2721,832.142,0.4501,20.0007,457.57555,21.5993,1.9631,0.4028,2.2936,3.1522,1.2845,11.3461,1.5504,258.2048,0.186,74.3792,3.3913,429.6309,42.58,12.433333342274,27.6000003814697,-3.20000004768372,649.289227985793,8.64999984577298,825,104,32,32.9066849352632,1.11749994754791,1.8400000333786,0.560000002384186,0.453360140323639,14324.4169921875,24527,5133,6764.33740234375,2.5,2.79999995231628,2.20000004768372,0.291070818901062
"185",-105.05,19.5,"Jalisco dry forests",2,60217,19.5,19.5,-105,-105.05,25,29,1500,26050,29,29,0,20,0,0,2,0,1,7,0,0,0,0,0,0,0,0,0,29,2587.122,0.5074,14.4673,457.4587,25.4329,1.639,4.2855,28.0696,4.4006,1.6846,14.3884,2.5569,177.1818,0.9672,14.2557,5.3093,337.6607,19.5,25.1916666030884,33.7000007629395,17.2000007629395,215.278181384556,11.2666664123535,942,256,2,110.89240623682,2.47583341598511,2.95000004768372,2.00999999046326,0.374732315540314,18462.333984375,21037,14519,2072.94458007812,2.57500004768372,2.90000009536743,2.29999995231628,0.200520187616348
"188",116.28937525,-34.6570835,"Jarrah-Karri forest and shrublands",12,11204,-33.661111,-35.11175,117.91715,115.006667,62,78,2200,10443,78,78,64,0,6,0,5,5,69,0,0,5,5,0,0,0,0,0,0,78,675,0.60115,5.71415,470.1458,12.0552,0.5859,4.5,6.7715,3.60495,1.835504586,19.579148075,1.55235,194.885,0.23485,52.47565,4.10025,531.7543,-34.6570835,15.9458332657814,23.6000003814697,7.59999990463257,287.515488349359,8.00052078068256,1095,192,21.5,67.7051017914433,1.36916661262512,1.61000001430511,1.1599999666214,0.151049903593957,18357.083984375,28436.25,8523.5,7024.21215820312,5.59166669845581,6.69999980926514,4.54999995231628,0.524603009223938
"189",112.5316666665,25,"Jian Nan subtropical evergreen forests",1,40118,29.8008,23.05,121.786366666,108.26,447,1063,5500,662292,1063,1063,218,0,319,204,618,662,164,90,0,298,180,1,0,0,0,0,0,1063,2190.9456,0.5356,14.677105675,459.2158,15.8619,1.52413575,7.55725,27.3825,5.2656,1.1063,13.8625,1.8775,51.1823,0.5264,30.2306,6.03855,548.75095,25,19.6874998609225,32.0999984741211,5.30000019073486,720.096135768547,7.79166679581006,1629,291,37.5,65.4118139982133,1.85249996185303,2.9300000667572,0.870000004768372,0.730682730674744,13898,19953,9114,3908.75219726562,1.85000002384186,2.04999995231628,1.70000004768372,0.149071201682091
"190",87,47,"Junggar Basin semi-desert",13,81317,48.332,44.078,89.549,83,127,377,1200,304938,377,377,40,0,124,0,167,117,68,0,0,124,58,0,0,0,0,0,0,377,105.5211,0.4702,10.5257,430.9587,18.0987,1.5172,0.3891,0.9835,2.4653,1.6563,12.8067,2.1853,399.9397,0.0669,68.1352,2.238,316.5555,47,5.07083327975124,28.2999992370605,-22.3999996185303,1471.41449200076,11.483333170414,182,29,6,42.0251216263163,0.579166650772095,1.32000005245209,0.129999995231628,0.389339715242386,14764.3330078125,24348,4913,6839.97412109375,2.54999995231628,3.44999992847443,1.75,0.582141637802124
"192",21.71,-23.27015,"Kalahari xeric savanna",13,31309,-22.02,-27.75,24.4771377,19.17,37,97,700,586846,97,97,0,0,0,0,94,0,0,0,0,0,0,91,0,0,0,0,0,97,397.03645,0.6275,11.0279,452.4707,24.8,1.179,3.26,22.3046,5.1047,2.3312,15.18455,4.9,250.2496,0.2396,20.7493,4.6491,312.7363,-23.27015,21.366666674614,36.2000007629395,4.40000009536743,466.929970772951,18.4916663169861,350,81,0.5,91.796764960256,1.08249998092651,1.64999997615814,0.610000014305115,0.385954797267914,21825.583984375,26356.5,15734,3756.42321777344,2.65833330154419,3.5,2.29999995231628,0.354632049798965
"193",77,34,"Karakoram-West Tibetan Plateau alpine steppe",10,81006,34,34,77,77,88,93,1500,143265,93,93,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,93,247.21015,0.4196,17.1784,441.31925,24.0272,1.91635,0.155,0.7239,2.0975,1.56525,11.46705,1.91875,308.8505,0.09045,74.15265,2.09625,371.61685,34,-4.80000001192093,15,-24.7000007629395,1042.50790816874,11.5500001311302,123,21,3,48.9989578212081,0.219166666269302,0.490000009536743,0.0700000002980232,0.138831928372383,15652.5830078125,22940,8261,4751.54736328125,2.20000004768372,3.40000009536743,1.29999995231628,0.570087730884552
"194",98.225833,18.508889,"Kayah-Karen montane rain forests",1,40119,18.869167,18,98.496389,98,249,1015,4000,119158,1015,1015,998,0,0,0,0,0,936,0,0,0,0,0,0,0,0,0,0,1015,3019,0.5437,14.4155,460.0746,19.2675,1.32315,7,16.7161,4.0483,1.4445,14.9458,2.2813,120.3828,0.79035,20.2417,4.5037,522.9901,18.508889,22.7708333730698,29.8999996185303,13.8000001907349,237.27102735006,9.74166719118754,1057,185,2,81.7034840155936,1.95166671276093,2.32999992370605,1.37000000476837,0.376098424196243,18109.166015625,23091.5,15513,2562.05163574219,1.02083331346512,1.29999995231628,0.699999988079071,0.206032991409302
"195",98.956944,47.524167,"Khangai Mountains alpine meadow",10,81007,47.736667,47.524167,99.163056,98.956944,27,27,500,37168,27,27,22,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,27,75,0.3887,15.529,442.1075,22.4681,1.7929,0.1,0.605,2.2084,1.4818,11.5538,1.5488,208.3967,0.0691,106.6416,1.9194,348.0453,47.524167,-7.00000006705523,15.1000003814697,-30,1244.5755122048,12.8166666775942,230,66,1,110.755014738961,0.363333344459534,0.889999985694885,0.0799999982118607,0.272957056760788,13754.25,20864,5328,5356.31787109375,2.59999990463257,3.79999995231628,2,0.587366998195648
"196",132.0840835,-14.3,"Kimberly tropical savanna",7,10706,-13.713033,-15.586667,132.74205,130.703083,25,54,2000,346656,54,54,0,0,10,0,54,0,0,0,0,11,0,18,0,0,0,0,0,54,738.0828,0.64375,7.7032,497.19625,10.205,0.8407,4.3219,8.87975,5.0655,1.648876404,15.6627,2.00385,222.229,0.4253,14.5804,5.7916,504.9717,-14.3,27.3166666030884,37,15.0500001907349,275.30837549318,14.0916660626729,1015,262,1,115.327204857981,2.00249993801117,2.83999991416931,1.16999995708466,0.619871735572815,21316.333984375,24335,18451,1774.18969726562,1.99166667461395,2.30000007152557,1.5,0.222815103828907
"201",27.78,-33.03,"KwaZulu-Cape coastal forest mosaic",1,30116,-28.166917,-33.75,32.183333333,26.5,32,45,2000,17779,45,45,16,0,29,0,38,0,0,0,0,29,0,8,0,0,0,0,0,45,692.5,0.60215,8.685,475.17875,18.7,1.208125,6.27275,18.20295,4.48105,2.51197510875,16.66915,3.2548,131.1303,0.2633,30.449775,5.5734,398.905825,-33.03,18.3375001748403,27.1000003814697,10.3000001907349,239.432331058653,9.12500015894572,851,112,32,36.6285197610064,1.61249995231628,2.11499989032745,1.13999998569489,0.371232926845551,16975.666015625,22795,10734,4290.91015625,4.29166650772095,4.90000009536743,3.5,0.391521006822586
"205",159.078889,-31.546944,"Lord Howe Island subtropical forests",1,10109,-31.520278,-31.584167,159.085833,159.054167,69,117,210,14,117,117,107,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,117,1847,0.5002,13.2263,457.6886,18.401,1.2674,5.5,8.4361,3.5545,1.3663,15.5675,2.0366,254.1251,0.4389,34.5309,4.0045,589.0175,-31.546944,19.156249973509,24.6999998092651,13.7999997138977,246.866350800159,4.47638893127441,1576,178.333333333333,103.5,18.4194688258353,1.65194443861643,2.09666657447815,1.2683333158493,0.285677383343379,16727.0830078125,24062,8908,5270.15014648438,4.79166650772095,5.45000004768372,4.19999980926514,0.424295077721278
"207",-67.966666666,-39.1,"Low Monte",8,60802,-31.65,-42.7,-64.93,-70,56,65,700,353640,65,65,2,1,15,2,15,3,21,18,0,13,3,0,0,0,0,0,0,65,436.1891,0.4817,16.55165,440.67595,21.25575,1.7364,0.69195,0.7514,2.68105,1.66205,12.58115,2.2969,878.0495,0.14455,52.589475,3.0799,311.7903,-39.1,15.483333453536,31.0500001907349,-1,604.055747743281,14.7833334108194,271,40,10,39.2936211427168,0.884999990463257,1.12999999523163,0.629999995231628,0.183007284998894,16278.9169921875,26330.5,6325,6982.72607421875,3.26249992847443,4.20000004768372,2.45000004768372,0.582320511341095
"208",18.8752,-33.7,"Lowland fynbos and renosterveld",12,31202,-32.11,-34.614,20.033,18.26,96,528,3000,32744,528,528,155,0,152,0,222,25,212,21,5,42,24,103,0,79,0,0,0,528,571.6001,0.59985,5.76632656175,461.4559,8.95595,0.503075,1.5425,14.27035,3.20125,1.73778239,17.3749,1.769025,152.40355,0.3035,62.0968,4.31425,352.499725,-33.7,17.4041666090488,27.5,6.5,379.709573746525,10.5083332856496,560,94.75,15,64.42197548215,1.31333327293396,1.63999998569489,1.01999998092651,0.210323818027973,18560.708984375,27745,9386,6618.24560546875,3.81666660308838,4.80000019073486,3.09999990463257,0.539089187979698
"209",121.236944,14.1571525,"Luzon rain forests",1,40123,14.158333,14.146111,121.245556,121.230556,114,140,5000,94877,140,140,136,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,140,3019,0.46945,16.04955,450.7056,20.6582,1.54075,3.75,9.9483,3.357525,1.4467,13.98645,2.06355,223.793625,0.95375,15.350025,4.2663,441.3062,14.1571525,26.4791666666667,32.4000015258789,20.5,97.8509846707729,8.47500006357829,2037,293,23,63.1571871839422,2.82416677474976,3.0699999332428,2.5,0.206941481679678,15765.9169921875,20335,12137,2397.3515625,1.59166669845581,2,1.12500002980232,0.246503323316574
"211",47.708116666,-21.437,"Madagascar lowland forests",1,30117,-18.807222,-21.502361111,48.724722,47.66215,99,2279,6000,111760,2279,2279,510,0,540,0,0,0,34,0,0,0,0,0,0,532,0,0,0,2279,130.3773,0.58355,11.3167,459.313,17.7714,1.1437,4.6771,19.57845,3.06415,1.801,16.5843,2.0308,92.3691,0.8738,18.6366,4.6765,610.25345,-21.437,21.8583331902822,30.3999996185303,12.5,258.112317528791,11.0916665395101,2377,417,62.5,68.199859406716,2.0699999332428,2.53999996185303,1.62000000476837,0.335967719554901,17696.75,21847,12437,3331.587890625,1.81666672229767,2.29999995231628,1.39999997615814,0.238484784960747
"213",-58.766667,-10.258472,"Madeira-Tapajós moist forests",1,60135,-3.367833,-10.975,-55.209833,-63.383333,415,1182,6000,716682,1182,1182,880,0,0,4,184,142,899,0,0,0,139,180,0,0,0,0,0,1182,4345.0221,0.5559,13.7869,465.126,20.3101,1.06535,11.7111,49.7517,5.5391,1.5736,19.0352538,2.8962,158.3457,1.233,13.02685,6.2574,511.1811,-10.258472,25.2875003019969,32.4000015258789,17.3999996185303,48.8038885162226,12.3250002861023,2000,337.5,5,75.3677905710404,2.57833325862885,2.7849999666214,2.15000009536743,0.206935286521912,14336.2919921875,17416,11778,2033.48065185547,1.19999998807907,1.39999997615814,1,0.11055413633585
"215",127.834925,43.11755,"Manchurian mixed forests",4,80426,47.4,41,131.147783333,124.05,259,452,2200,505287,452,452,110,0,198,124,198,200,217,0,0,122,74,7,0,0,0,0,0,452,928.0778,0.438,23.6506,449.7354,23.8632,2.1588,0.9807,1.8685,3.2392,1.0879,10.7891,1.2131,355.9755,0.2282,71.9088,3.696,403.924,43.11755,4.67500001937151,26.7999992370605,-19.1000003814697,1244.65667692801,11.1249998410543,660,161,5,103.431347432253,0.770833313465118,1.98000001907349,0.119999997317791,0.647660315036774,13583.375,19926,6010,4409.796875,2.10833334922791,2.79999995231628,1.60000002384186,0.377669155597687
"217",28.5,-32,"Maputaland-Pondoland bushland and thickets",10,31012,-32,-32,28.5,28.5,33,36,2100,19515,36,36,27,0,36,0,31,0,0,0,0,31,0,0,0,0,0,0,0,36,1429.6518,0.6677,9.79,474.3787,24.89,1.2468,6.762,79.96675,6.44515,2.596412556,21.7451,2.7628,84.3979,0.4027,23.68525,6.83655,501.71885,-32,17.6666666865349,28.3999996185303,7,287.997251053679,12.4333333571752,767,101,16,51.7177135452906,1.35916662216187,1.9099999666214,0.800000011920929,0.394661396741867,16680.833984375,21733,10654,3920.38403320312,3.20000004768372,3.59999990463257,2.79999995231628,0.288675099611282
"219",-3.9584275,33.0229575,"Mediterranean dry woodlands and steppe",12,81213,33.42974,32.87456,-2.72255,-4.40722,28,4247,1200,292082,4247,4247,1555,0,1482,245,265,0,2223,188,0,0,0,215,0,0,0,0,0,4247,31.2753,0.434,10.16024355,431.8056,25.2339,1.6064,0.116425,0.8582166665,2.14385,2.48645,14.685175,2.91525,551.738375,0.037975,86.1562,2.6084,399.1284,33.0229575,16.1520835018406,32.8249998092651,-0.825000002980232,712.884118314688,13.1229169019498,169,23,4,39.0669501437536,0.928333342075348,1.19000005722046,0.639999985694885,0.196037128567696,18805.666015625,26907,9983,6012.69140625,3.48750001192093,4.90000009536743,2.40000009536743,0.794905602931976
"223",-78.07,35.27,"Middle Atlantic coastal forests",5,50517,36.32,33.33,-77.12,-80.78,41,112,1488,133597,112,112,13,2,11,0,24,1,13,0,0,20,1,0,0,0,0,0,0,112,1368.6303,0.5448,12.0776,470.0008,15.0418,1.1349,6.2891,15.2106,4.5194,1.3656,14.7975,1.565,310.9284,0.3896,97.7443,6.1965,627.1221,35.27,16.5708334784334,33.2999992370605,0.100000001490116,739.362326527445,13.1333333800236,1219,144,73,23.689858212938,1.46333336830139,2.54999995231628,0.639999985694885,0.69442218542099,15150.0830078125,21534,7819,5044.53125,2.70833325386047,3.29999995231628,2.20000004768372,0.317433267831802
"229",-115.695,35,"Mojave desert",13,51308,37.066666666,34.016666666,-113.966666666,-118.133333333,60,526,2490,130647,526,526,207,16,160,0,234,2,22,1,0,28,0,215,0,0,4,0,0,526,229.44265,0.49019916675,12.66865,445.36515,21.1615,1.644175,0.79,2.1912,3.11685,2.05945,12.3166,2.3109,438.878425,0.05995,78.89335,3.91945,283.256875,35,15.2020834592792,32.0500001907349,-0.100000001490116,753.048350431815,12.7416666258747,310.5,42,4,46.5571193021991,0.563749969005585,0.910000026226044,0.364999994635582,0.168588921427727,19550.416015625,29156.5,10374,6325.0986328125,4.02500009536743,4.59999990463257,3.59999990463257,0.419242054224014
"230",118.391308333,44.215666666,"Mongolian-Manchurian grassland",8,80813,49.22,40.4,125.32,106.095278,297,3734,1200,889460,3734,3734,112,0,184,181,684,729,149,0,0,168,223,90,0,0,0,0,0,3734,370.48695,0.4249,15.3567,443.3365,22.48700489,1.6361711155,0.4,1.5916,2.73085,1.489895732,13.8638,1.6394,327.5149,0.1237,68.8046,3.0753,342.99335,44.215666666,1.19583340889464,26.3999996185303,-27.8999996185303,1453.42515965544,13.3916665663322,348,109,2,114.353695509886,0.521666646003723,1.49000000953674,0.0900000035762787,0.478954315185547,15224.875,22784,6481.5,5801.94140625,3.25833320617676,4.5,2.5,0.578011393547058
"232",19.1625,-33.8957,"Montane fynbos and renosterveld",12,31203,-30.3051,-34.581,23.132,18.0554,124,3078,6300,45780,3078,3078,1040,19,928,0,367,24,2047,3,39,25,24,241,0,1125,0,0,0,3078,1321.4489,0.579425,5.0956,457.8856,8.3159,0.433825,1.001225,9.51915,3.142875,1.6131,15.59612384,1.9227,75.78,0.5969,86.50115,4.19295,222.2043,-33.8957,15.362499922514,24.8999996185303,3.59999990463257,367.964035859057,11.4833331884195,588.5,87,22,52.652104710776,1.01729169487953,1.32000005245209,0.730000019073486,0.21468323469162,18746.5,28015,9718.5,6621.50439453125,3.72916662693024,4.5,3,0.500659286975861
